order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
10072,2081,1345,2,1,3,286.52,0.25,1,4,1.7,644.67
10073,2095,1564,2,1,3,29.42,0.01,2,4,4.2,87.38
10074,2109,1897,3,0,2,546.59,0.1,1,10,2.3,983.86
10075,2123,1339,1,3,1,318.27,0.3,0,11,3.0,222.79
10076,2137,1091,2,0,6,58.84,0.01,1,6,4.0,349.51
10077,2151,1366,1,3,1,79.51,0.19,1,10,2.6,64.4
10078,2165,1955,0,0,5,239.35,0.25,1,3,1.5,897.56
10079,2193,1454,1,2,3,565.04,0.22,1,10,3.7,1322.19
10080,2207,1427,1,1,6,420.35,0.27,2,6,4.3,1841.13
10081,2221,1508,1,0,7,522.56,0.25,2,7,1.1,2743.44
10082,2235,1775,2,2,7,229.38,0.24,0,11,3.3,1220.3
10083,2249,1942,1,0,3,40.28,0.29,1,1,2.9,85.8
10084,2263,1034,1,1,1,584.98,0.23,0,6,2.0,450.43
10085,2277,1205,2,0,6,25.05,0.14,1,10,1.6,129.26
10086,2291,1080,3,3,2,569.38,0.17,1,1,1.8,945.17
10087,2305,1931,1,1,7,230.68,0.25,0,7,3.9,1211.07
10088,2319,1561,3,3,1,20.9,0.31,0,10,3.1,14.42
10089,2347,1871,0,2,2,418.16,0.1,1,5,4.9,752.69
10090,2361,1387,2,2,6,588.62,0.12,1,10,2.0,3107.91
10091,2459,1001,3,0,3,579.89,0.33,2,4,4.8,1165.58
10092,2613,1389,1,3,5,109.15,0.2,1,1,3.1,436.6
10093,2767,1565,0,3,4,121.03,0.06,2,9,1.6,455.07
10094,2795,1105,2,1,3,345.84,0.23,2,7,1.6,798.89
10095,2809,1771,3,3,2,387.82,0.35,0,2,3.4,504.17
10096,2823,1821,1,3,1,447.56,0.29,1,4,4.3,317.77
10097,2837,1476,2,1,7,120.91,0.26,0,4,4.0,626.31
10098,2851,1702,2,1,6,576.02,0.07,1,8,3.6,3214.19
10099,2865,1401,3,3,3,388.66,0.31,1,2,1.7,804.53
10100,2473,1729,3,0,7,510.52,0.18,0,11,1.4,2930.38
10101,2487,1555,2,1,7,330.94,0.31,1,5,1.0,1598.44
10102,2501,1161,1,1,5,257.35,0.12,1,10,1.4,1132.34
10103,2515,1201,1,3,6,586.65,0.02,0,8,4.1,3449.5
10104,2529,1957,3,3,2,355.54,0.17,0,6,4.6,590.2
10105,2543,1995,2,1,6,522.12,0.09,1,4,2.0,2850.78
10106,2557,1269,0,3,6,572.68,0.25,1,5,4.2,2577.06
10107,2571,1862,2,1,1,410.08,0.33,1,2,1.8,274.75
10108,2585,1815,1,0,4,336.13,0.24,1,5,2.0,1021.84
10109,2599,1270,2,0,7,17.05,0.31,0,3,1.9,82.35
10110,2627,1455,2,1,2,38.41,0.16,0,3,1.2,64.53
10111,2641,1461,1,1,1,132.5,0.27,0,7,1.8,96.72
10112,2655,1726,2,2,7,123.81,0.3,1,3,2.5,606.67
10113,2669,1251,3,2,4,164.03,0.25,1,4,2.6,492.09
10114,2683,1701,2,3,1,193.39,0.18,1,7,2.2,158.58
10115,2697,1295,1,3,4,225.64,0.22,1,3,3.1,704.0
10116,2711,1724,2,1,4,261.01,0.25,1,10,2.5,783.03
10117,2725,1719,2,1,4,72.84,0.09,1,10,4.9,265.14
10118,2739,1748,2,2,1,39.78,0.28,1,2,4.2,28.64
10119,2753,1337,1,2,6,409.26,0.33,0,10,4.7,1645.23
10120,2781,1878,1,1,4,329.34,0.16,0,7,3.2,1106.58
10121,2879,1052,1,0,6,274.82,0.25,0,5,3.7,1236.69
10122,3033,1791,1,0,7,386.15,0.26,1,1,1.7,2000.26
10123,3187,1921,1,3,7,499.19,0.23,2,10,4.0,2690.63
10124,3229,1216,2,1,2,265.2,0.19,2,8,1.9,429.62
10125,3243,1763,1,1,5,390.05,0.31,1,3,1.6,1345.67
10126,3257,1187,0,3,6,572.84,0.16,0,11,1.2,2887.11
10127,3271,1379,1,2,7,506.18,0.02,2,7,2.9,3472.39
10128,3285,1492,3,2,5,264.21,0.3,0,6,2.1,924.73
10129,3299,1040,2,0,4,392.16,0.24,1,10,4.9,1192.17
10130,2893,1156,3,1,5,118.59,0.3,0,6,2.0,415.06
10131,2907,1014,3,2,5,342.91,0.05,0,8,4.5,1628.82
10132,2921,1812,1,0,4,589.08,0.01,1,4,2.3,2332.76
10133,2935,1064,0,0,6,318.21,0.33,2,4,4.0,1279.2
10134,2949,1856,2,0,4,557.67,0.05,0,3,3.6,2119.15
10135,2963,1838,2,2,2,253.29,0.28,1,1,3.2,364.74
10136,2977,1520,3,2,3,599.32,0.29,0,10,2.7,1276.55
10137,2991,1343,3,1,1,353.84,0.25,0,3,3.7,265.38
10138,3005,1128,2,1,4,39.73,0.05,1,1,2.6,150.97
10139,3019,1647,2,0,4,358.25,0.23,1,6,3.2,1103.41
10140,3047,1471,2,0,5,175.63,0.31,2,8,3.4,605.92
10141,3061,1062,2,2,2,34.0,0.15,0,3,2.1,57.8
10142,3075,1138,3,2,7,495.2,0.14,1,4,2.4,2981.1
10143,3089,1498,1,1,7,176.3,0.16,1,5,1.1,1036.64
10144,3103,1592,2,1,5,480.98,0.03,0,7,4.4,2332.75
10145,3117,1391,1,3,6,183.61,0.31,0,11,4.0,760.15
10146,3131,1674,2,1,4,128.68,0.3,1,6,1.7,360.3
10147,3145,1418,2,2,4,584.75,0.35,0,2,2.4,1520.35
10148,3159,1288,1,0,5,226.56,0.2,1,7,2.7,906.24
10149,3173,1378,0,3,4,366.81,0.26,1,8,2.3,1085.76
10150,3201,1772,3,1,6,371.84,0.07,0,1,4.2,2074.87
10151,3215,1489,2,1,3,342.88,0.23,1,6,3.9,792.05
10152,3313,1230,0,2,1,550.1,0.23,2,11,4.1,423.58
10153,3467,1040,3,3,1,409.55,0.32,1,9,4.6,278.49
10154,3621,1027,3,1,1,251.18,0.29,0,7,3.4,178.34
10155,3649,1134,1,0,3,519.49,0.33,1,5,3.5,1044.17
10156,3663,1200,1,2,4,120.92,0.3,1,10,3.9,338.58
10157,3677,1839,2,3,5,333.38,0.3,0,11,3.7,1166.83
10158,3691,1779,2,1,7,571.07,0.02,0,10,4.5,3917.54
10159,3705,1929,2,1,2,380.86,0.3,0,9,4.1,533.2
10160,3719,1032,2,3,4,492.93,0.21,0,2,1.5,1557.66
10161,3327,1047,1,2,3,397.33,0.13,0,7,4.7,1037.03
10162,3341,1502,3,3,6,506.03,0.02,0,9,3.7,2975.46
10163,3355,1406,1,3,3,567.53,0.24,0,2,1.5,1293.97
10164,3369,1573,2,2,7,174.66,0.11,0,11,4.1,1088.13
10165,3383,1727,0,1,1,114.25,0.16,0,10,2.4,95.97
10166,3397,1804,0,0,4,298.13,0.24,2,6,4.2,906.32
10167,3411,1098,3,2,7,425.59,0.32,1,9,4.8,2025.81
10168,3425,1683,0,0,1,147.91,0.29,0,3,2.0,105.02
10169,3439,1871,1,1,2,17.4,0.16,1,8,4.4,29.23
10170,3453,1725,0,3,6,215.62,0.14,1,5,4.1,1112.6
10171,3481,1986,2,0,1,581.78,0.08,1,7,3.7,535.24
10172,3495,1546,1,1,2,421.56,0.13,2,3,2.5,733.51
10173,3509,1960,2,1,3,249.78,0.04,0,8,1.4,719.37
10174,3523,1738,2,3,1,127.66,0.34,0,2,2.9,84.26
10175,3537,1612,2,3,1,223.31,0.2,1,8,1.4,178.65
10176,3551,1942,1,1,5,114.36,0.04,0,2,3.0,548.93
10177,3565,1461,3,1,6,77.19,0.12,2,7,4.3,407.56
10178,3579,1642,1,0,6,545.44,0.19,1,2,5.0,2650.84
10179,3593,1768,2,1,7,598.63,0.19,1,7,1.8,3394.23
10180,3607,1004,3,1,3,111.01,0.01,1,1,1.8,329.7
10181,3635,1217,1,0,5,46.9,0.33,0,6,4.2,157.11
10182,3733,1502,1,2,7,207.89,0.1,0,10,2.9,1309.71
10183,3887,1766,3,0,2,285.07,0.01,0,7,4.7,564.44
10184,4041,1397,2,0,7,134.82,0.03,0,4,4.1,915.43
10185,4083,1870,2,3,2,191.33,0.2,1,11,3.9,306.13
10186,4097,1794,0,0,3,132.51,0.05,0,11,1.4,377.65
10187,4111,1392,2,1,6,467.94,0.01,1,1,1.1,2779.56
10188,4125,1206,1,1,2,431.86,0.13,1,6,2.3,751.44
10189,4139,1014,0,1,3,386.45,0.22,0,4,1.9,904.29
10190,4153,1857,3,2,7,241.52,0.04,2,3,3.8,1623.01
10191,3747,1553,2,1,2,546.79,0.11,0,4,2.8,973.29
10192,3761,1891,2,2,4,582.18,0.15,0,6,3.1,1979.41
10193,3775,1460,2,1,1,116.58,0.06,1,5,4.3,109.59
10194,3789,1690,1,0,7,145.46,0.18,1,2,2.9,834.94
10195,3803,1574,1,3,6,322.49,0.03,1,2,3.2,1876.89
10196,3817,1863,2,1,7,68.38,0.02,2,3,4.4,469.09
10197,3831,1742,0,2,4,270.32,0.18,2,11,2.7,886.65
10198,3845,1240,1,2,3,355.35,0.09,2,6,1.3,970.11
10199,3859,1563,2,3,3,320.41,0.03,1,1,3.1,932.39
10200,3873,1095,1,1,7,208.58,0.15,0,11,3.3,1241.05
10201,3901,1899,3,0,4,332.33,0.32,0,7,3.0,903.94
10202,3915,1733,2,1,7,575.9,0.25,0,8,2.0,3023.48
10203,3929,1484,2,1,1,135.52,0.29,0,7,1.9,96.22
10204,3943,1406,3,3,1,398.08,0.31,0,11,2.5,274.68
10205,3957,1230,1,1,5,40.39,0.34,1,3,1.7,133.29
10206,3971,1748,1,0,2,53.85,0.27,1,6,3.7,78.62
10207,3985,1654,1,2,5,337.82,0.21,1,4,3.5,1334.39
10208,3999,1170,2,3,1,76.39,0.13,1,5,3.5,66.46
10209,4013,1540,2,0,4,28.07,0.06,1,3,1.9,105.54
10210,4027,1035,1,2,2,115.34,0.24,1,5,2.0,175.32
10211,4055,1524,2,3,4,345.44,0.35,1,6,4.1,898.14
10212,4069,1159,2,3,5,426.45,0.16,0,8,3.8,1791.09
10213,4167,1838,3,2,3,133.45,0.25,2,6,4.5,300.26
10214,4321,1698,0,2,4,405.93,0.17,2,9,2.6,1347.69
10215,4475,1242,3,0,5,121.75,0.15,1,10,3.2,517.44
10216,4517,1085,0,1,5,373.87,0.14,1,10,4.0,1607.64
10217,4531,1795,2,1,5,256.0,0.18,1,10,4.9,1049.6
10218,4545,1577,0,1,3,397.47,0.13,2,10,5.0,1037.4
10219,4559,1681,2,1,3,597.11,0.26,0,4,5.0,1325.58
10220,4573,1556,0,1,7,563.62,0.31,1,2,4.6,2722.28
10221,4587,1573,0,0,3,17.5,0.31,2,9,3.6,36.22
10222,4181,1952,3,3,2,532.98,0.08,1,11,1.0,980.68
10223,4195,1645,0,0,3,53.9,0.31,2,3,3.8,111.57
10224,4209,1795,1,0,3,572.53,0.12,1,11,2.0,1511.48
10225,4223,1027,2,0,3,179.87,0.11,1,7,1.2,480.25
10226,4237,1619,1,3,4,238.49,0.25,0,4,3.8,715.47
10227,4251,1555,1,0,3,68.61,0.11,2,1,4.0,183.19
10228,4265,1339,2,0,2,80.68,0.02,2,8,3.6,158.13
10229,4279,1797,1,3,5,440.14,0.13,0,4,2.5,1914.61
10230,4293,1957,0,0,4,567.43,0.25,1,11,3.0,1702.29
10231,4307,1330,2,1,1,372.29,0.11,1,6,4.7,331.34
10232,4335,1639,3,2,3,433.77,0.22,2,7,3.9,1015.02
10233,4349,1505,0,0,7,460.75,0.23,0,8,3.0,2483.44
10234,4363,1347,0,2,7,168.75,0.26,0,10,3.4,874.12
10235,4377,1472,0,0,5,41.46,0.31,1,2,4.7,143.04
10236,4391,1230,1,0,5,16.1,0.15,0,9,2.6,68.42
10237,4405,1189,0,1,4,220.13,0.06,1,10,1.4,827.69
10238,4419,1224,3,3,7,156.26,0.11,0,3,2.3,973.5
10239,4433,1384,2,2,1,51.46,0.15,2,1,2.7,43.74
10240,4447,1376,1,3,6,120.02,0.25,0,2,2.1,540.09
10241,4461,1282,3,1,7,87.83,0.0,0,8,3.1,614.81
10242,4489,1957,2,1,7,550.2,0.11,1,10,2.2,3427.75
10243,4503,1632,1,2,2,97.06,0.27,1,6,1.4,141.71
10244,4601,1627,3,3,6,329.52,0.23,2,11,1.8,1522.38
10245,4745,1972,2,1,5,361.97,0.26,1,1,4.7,1339.29
10246,4889,1744,1,0,6,332.94,0.28,2,11,3.5,1438.3
10247,4916,1258,3,0,7,72.95,0.27,0,9,2.3,372.77
10248,4930,1358,1,0,5,201.5,0.24,0,7,2.5,765.7
10249,4944,1709,2,3,6,44.99,0.15,2,10,3.0,229.45
10250,4958,1455,2,0,5,246.47,0.34,0,11,3.7,813.35
10251,4972,1410,1,0,5,125.33,0.2,2,3,3.3,501.32
10252,4986,1648,0,1,4,343.56,0.07,1,7,4.7,1278.04
10253,4615,1317,2,1,1,420.29,0.1,0,6,3.5,378.26
10254,4628,1676,1,0,5,326.29,0.24,0,3,4.6,1239.9
10255,4641,1224,2,0,2,269.03,0.32,1,8,1.0,365.88
10256,4654,1818,2,1,7,241.59,0.06,0,1,4.6,1589.66
10257,4667,1233,3,2,7,507.39,0.03,0,5,3.9,3445.18
10258,4680,1683,3,3,2,143.33,0.31,2,8,1.7,197.8
10259,4693,1663,2,3,3,444.52,0.32,1,3,2.1,906.82
10260,4706,1974,1,1,5,458.13,0.1,0,11,3.2,2061.58
10261,4719,1826,2,3,5,260.23,0.13,1,10,1.5,1132.0
10262,4732,1373,1,1,5,188.92,0.23,0,11,4.1,727.34
10263,4759,1671,3,1,6,290.27,0.12,0,6,4.2,1532.63
10264,4772,1607,2,1,5,69.53,0.31,0,10,2.2,239.88
10265,4785,1471,2,1,5,41.87,0.04,1,11,1.3,200.98
10266,4798,1232,1,2,2,80.29,0.01,1,2,5.0,158.97
10267,4811,1691,0,0,1,124.48,0.07,1,9,2.0,115.77
10268,4824,1112,0,0,1,309.94,0.1,1,2,1.3,278.95
10269,4837,1829,2,2,3,511.74,0.04,0,5,2.3,1473.81
10270,4850,1496,3,3,2,152.85,0.02,2,3,4.9,299.59
10271,4863,1441,1,3,5,562.07,0.26,1,10,4.2,2079.66
10272,4876,1563,1,0,1,573.62,0.06,1,9,2.9,539.2
10273,4903,1267,3,3,4,575.96,0.32,0,9,2.2,1566.61
10274,434,1509,0,0,4,504.97,0.13,0,7,2.7,1757.3
10275,577,1806,0,0,4,227.84,0.23,1,10,1.1,701.75
10276,720,1385,1,2,5,57.52,0.08,1,5,3.9,264.59
10277,759,1386,1,3,5,347.76,0.08,1,9,1.4,1599.7
10278,772,1112,3,2,3,341.83,0.2,1,7,3.1,820.39
10279,785,1612,2,0,7,512.24,0.2,1,2,3.3,2868.54
10280,798,1624,1,0,3,597.65,0.27,1,10,1.0,1308.85
10281,811,1951,1,0,3,312.27,0.27,0,1,4.9,683.87
10282,824,1080,3,1,6,216.94,0.23,0,10,2.2,1002.26
10283,447,1698,2,1,4,123.75,0.16,1,10,1.3,415.8
10284,460,1112,2,1,5,17.81,0.31,0,4,4.4,61.44
10285,473,1001,0,2,4,312.83,0.22,0,10,1.6,976.03
10286,486,1641,2,0,3,339.98,0.35,2,8,1.1,662.96
10287,499,1219,1,3,5,497.59,0.29,1,6,3.0,1766.44
10288,512,1565,2,2,2,310.18,0.02,0,2,1.5,607.95
10289,525,1854,2,2,1,551.13,0.11,0,5,4.9,490.51
10290,538,1996,2,2,1,382.43,0.2,1,9,1.0,305.94
10291,551,1735,2,3,3,506.6,0.25,2,6,1.2,1139.85
10292,564,1224,0,0,7,101.76,0.19,0,6,4.3,576.98
10293,590,1384,2,1,4,515.37,0.28,0,7,2.0,1484.27
10294,603,1402,0,0,2,409.96,0.1,1,11,4.6,737.93
10295,616,1637,1,0,5,114.59,0.06,1,5,2.2,538.57
10296,629,1129,1,2,7,126.01,0.02,0,3,1.3,864.43
10297,642,1052,1,2,4,557.0,0.2,1,3,1.0,1782.4
10298,655,1683,1,2,3,33.85,0.24,0,5,2.1,77.18
10299,668,1729,3,1,4,285.58,0.11,1,4,2.9,1016.66
10300,681,1671,2,1,3,198.38,0.21,0,5,1.0,470.16
10301,694,1709,1,1,6,404.07,0.02,0,9,3.3,2375.93
10302,707,1415,0,0,1,506.18,0.03,1,5,2.3,490.99
10303,733,1246,0,2,7,225.82,0.25,0,4,2.6,1185.56
10304,746,1835,0,3,1,264.74,0.13,1,4,2.0,230.32
10305,837,1438,1,0,4,589.42,0.23,1,1,3.1,1815.41
10306,980,1202,3,1,2,473.59,0.29,1,10,1.9,672.5
10307,1123,1183,1,3,5,539.86,0.3,1,4,1.5,1889.51
10308,1149,1122,1,3,3,271.68,0.06,1,4,4.6,766.14
10309,1162,1400,2,2,5,151.93,0.17,2,9,2.6,630.51
10310,1175,1766,1,3,1,255.94,0.26,1,11,1.3,189.4
10311,1188,1293,2,1,2,433.91,0.27,1,4,1.9,633.51
10312,1201,1279,2,2,2,79.02,0.27,1,7,2.2,115.37
10313,1214,1836,0,3,5,173.22,0.08,1,1,4.1,796.81
10314,850,1883,2,2,1,42.28,0.07,0,7,1.1,39.32
10315,863,1609,2,3,5,267.92,0.21,1,2,2.9,1058.28
10316,876,1197,2,0,4,499.06,0.26,0,11,2.6,1477.22
10317,889,1981,0,0,2,29.43,0.11,1,8,4.9,52.39
10318,902,1906,1,1,2,410.06,0.04,2,1,1.7,787.32
10319,915,1510,1,0,4,560.51,0.25,1,10,3.5,1681.53
10320,928,1751,3,0,1,153.6,0.1,0,3,1.8,138.24
10321,941,1143,3,0,2,420.78,0.06,0,8,3.2,791.07
10322,954,1608,2,3,7,585.43,0.05,1,10,3.2,3893.11
10323,967,1200,3,3,6,577.93,0.11,0,8,1.3,3086.15
10324,993,1123,3,2,6,152.43,0.21,0,11,2.8,722.52
10325,1006,1186,3,3,6,73.69,0.13,1,5,2.8,384.66
10326,1019,1325,2,0,3,101.75,0.01,0,5,2.3,302.2
10327,1032,1463,0,3,7,425.69,0.03,2,8,2.1,2890.44
10328,1045,1348,1,1,3,439.57,0.1,0,10,1.9,1186.84
10329,1058,1770,2,2,1,409.43,0.23,2,5,1.0,315.26
10330,1071,1659,1,2,4,211.61,0.03,1,9,1.0,821.05
10331,1084,1763,2,3,5,114.32,0.2,0,1,3.4,457.28
10332,1097,1954,2,0,7,354.75,0.04,2,5,2.2,2383.92
10333,1110,1931,3,2,1,297.95,0.07,1,3,1.7,277.09
10334,1136,1402,2,1,5,441.37,0.06,2,3,3.7,2074.44
10335,1227,1345,1,1,1,273.2,0.02,1,2,3.1,267.74
10336,1370,1962,1,2,3,213.1,0.23,2,3,4.7,492.26
10337,1513,1510,2,0,6,186.68,0.16,1,7,4.3,940.87
10338,1552,1146,0,0,4,138.71,0.29,1,8,3.9,393.94
10339,1565,1147,2,3,3,170.46,0.03,2,8,1.5,496.04
10340,1578,1863,2,3,4,70.48,0.05,1,11,3.7,267.82
10341,1591,1710,2,2,7,217.91,0.11,1,8,3.8,1357.58
10342,1604,1819,2,3,5,36.39,0.27,1,1,4.1,132.82
10343,1617,1488,2,3,1,124.05,0.11,0,11,2.1,110.4
10344,1240,1928,3,3,2,451.86,0.14,2,7,3.6,777.2
10345,1253,1935,0,1,2,205.4,0.11,1,2,3.5,365.61
10346,1266,1639,2,3,4,405.92,0.03,0,11,2.5,1574.97
10347,1279,1550,3,2,6,434.38,0.33,1,10,3.7,1746.21
10348,1292,1337,3,0,6,354.99,0.19,0,4,1.3,1725.25
10349,1305,1871,3,3,4,575.84,0.28,1,5,3.6,1658.42
10350,1318,1640,1,0,3,27.54,0.23,1,1,3.4,63.62
10351,1331,1778,2,3,2,447.11,0.18,1,4,1.8,733.26
10352,1344,1987,2,2,3,575.89,0.03,0,4,4.3,1675.84
10353,1357,1952,3,1,5,519.43,0.22,2,9,4.5,2025.78
10354,1383,1472,3,2,2,113.22,0.05,0,9,1.8,215.12
10355,1396,1945,2,1,5,206.19,0.15,1,11,1.3,876.31
10356,1409,1150,1,3,1,115.88,0.22,0,10,3.4,90.39
10357,1422,1414,0,3,3,366.77,0.27,0,1,2.9,803.23
10358,1435,1989,3,1,4,431.63,0.24,1,8,2.7,1312.16
10359,1448,1297,0,2,2,200.49,0.24,1,4,4.0,304.74
10360,1461,1610,3,2,3,330.61,0.05,1,4,4.9,942.24
10361,1474,1262,1,1,4,419.19,0.12,0,5,2.9,1475.55
10362,1487,1763,1,3,1,261.48,0.02,0,2,1.0,256.25
10363,1500,1143,3,1,2,514.6,0.25,0,1,3.4,771.9
10364,1526,1345,2,3,5,466.36,0.33,1,5,3.6,1562.31
10365,1539,1623,1,1,1,52.83,0.09,1,7,4.3,48.08
10366,1,1571,3,3,6,378.36,0.03,2,10,1.8,2202.06
10367,155,1880,2,1,4,152.67,0.17,1,9,3.1,506.86
10368,309,1001,3,0,2,341.15,0.3,2,2,2.8,477.61
10369,351,1896,1,3,2,574.78,0.19,0,8,3.7,931.14
10370,365,1303,0,2,7,529.25,0.02,1,7,1.3,3630.66
10371,379,1253,2,1,7,251.64,0.34,0,2,4.5,1162.58
10372,393,1651,2,2,1,185.54,0.29,2,5,3.0,131.73
10373,407,1452,1,1,2,152.13,0.05,1,7,4.5,289.05
10374,421,1036,2,2,4,326.52,0.32,2,3,2.4,888.13
10375,15,1159,3,2,1,81.84,0.16,1,2,3.6,68.75
10376,29,1008,3,1,5,336.33,0.13,0,6,4.8,1463.04
10377,43,1232,2,1,1,15.78,0.16,2,10,4.8,13.26
10378,57,1098,1,2,1,204.45,0.29,2,6,4.8,145.16
10379,71,1658,1,2,5,143.66,0.23,0,11,1.2,553.09
10380,85,1815,1,2,6,583.16,0.02,0,4,2.6,3428.98
10381,99,1207,0,3,7,440.44,0.34,1,1,1.2,2034.83
10382,113,1130,3,3,4,219.55,0.05,1,5,2.2,834.29
10383,127,1403,3,0,6,69.31,0.26,1,1,1.7,307.74
10384,141,1151,3,3,6,317.33,0.22,1,11,3.5,1485.1
10385,169,1053,1,3,6,139.87,0.07,1,11,4.1,780.47
10386,183,1119,0,1,7,328.81,0.06,1,8,3.1,2163.57
10387,197,1672,3,0,3,503.69,0.3,2,2,4.2,1057.75
10388,211,1919,3,0,7,375.24,0.15,0,9,1.1,2232.68
10389,225,1627,0,3,6,385.77,0.23,1,9,4.3,1782.26
10390,239,1586,2,1,3,331.5,0.18,2,3,1.7,815.49
10391,253,1624,3,1,5,557.45,0.25,1,6,2.8,2090.44
10392,267,1967,2,0,7,560.16,0.17,0,9,2.8,3254.53
10393,281,1419,2,1,4,314.94,0.1,0,7,4.5,1133.78
10394,295,1421,2,2,6,193.87,0.13,1,4,4.9,1012.0
10395,323,1103,0,3,2,283.86,0.3,0,3,2.0,397.4
